Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"Nicholas Kluge Corrêa, James William Santos, Camila Galvão, Marcelo Pasetti, Dieine Schiavon, Faizah Naqvi, Robayet Hossain, Nythamar De Oliveira","Correction: Crossing the principle–practice gap in AI ethics with ethical problem-solving",2024,"AI and Ethics","Springer Science and Business Media LLC","https://doi.org/10.1007/s43681-024-00487-6","",362,"2025-02-04 16:55:17","journal-article","10.1007/s43681-024-00487-6","2730-5953","",,,,,0,0.00,0,8,1,"","https://link.springer.com/content/pdf/10.1007/s43681-024-00487-6.pdf",""
0,"Thilo Hagendorff, Leonie Bossert, Tse Yip Fai, Peter Singer","Speciesist bias in AI: a reply to Arandjelović",2023,"AI and Ethics","Springer Science and Business Media LLC","https://doi.org/10.1007/s43681-023-00319-z","",364,"2025-02-04 16:55:17","journal-article","10.1007/s43681-023-00319-z","2730-5953","",3,4,1043,1047,0,0.00,0,4,2,"Abstract: The elimination of biases in artificial intelligence (AI) applications—for example biases based on race or gender—is a high priority in AI ethics. So far, however, efforts to eliminate bias have all been anthropocentric. Biases against nonhuman animals have not been considered, despite the influence AI systems can have on normalizing, increasing, or reducing the violence that is inflicted on animals, especially on farmed animals. Hence, in 2022, we published a paper in","https://link.springer.com/content/pdf/10.1007/s43681-023-00319-z.pdf",""
0,"Anna Schmitz, Michael Mock, Rebekka Görge, Armin B. Cremers, Maximilian Poretschkin","A global scale comparison of risk aggregation in AI assessment frameworks",2024,"AI and Ethics","Springer Science and Business Media LLC","https://doi.org/10.1007/s43681-024-00479-6","",366,"2025-02-04 16:55:17","journal-article","10.1007/s43681-024-00479-6","2730-5953","",,,,,0,0.00,0,5,1,"Abstract: AI applications bear inherent risks in various risk dimensions, such as insufficient reliability, robustness, fairness or data protection. It is well-known that trade-offs between these dimensions can arise, for example, a highly accurate AI application may reflect unfairness and bias of the real-world data, or may provide hard-to-explain outcomes because of its internal complexity. AI risk assessment frameworks aim to provide systematic approaches to risk assessment in various dimensions. The overall trustworthiness assessment is then generated by some form of risk aggregation among the risk dimensions. This paper provides a systematic overview on risk aggregation schemes used in existing AI risk assessment frameworks, focusing on the question how potential trade-offs among the risk dimensions are incorporated. To this end, we examine how the general risk notion, the application context, the extent of risk quantification, and specific instructions for evaluation may influence overall risk aggregation. We discuss our findings in the current frameworks in terms of whether they provide meaningful and practicable guidance. Lastly, we derive recommendations for the further operationalization of risk aggregation both from horizontal and vertical perspectives.","https://link.springer.com/content/pdf/10.1007/s43681-024-00479-6.pdf",""
0,"Giorgia Pozzi, Michiel De Proost","Keeping an AI on the mental health of vulnerable populations: reflections on the potential for participatory injustice",2024,"AI and Ethics","Springer Science and Business Media LLC","https://doi.org/10.1007/s43681-024-00523-5","",368,"2025-02-04 16:55:17","journal-article","10.1007/s43681-024-00523-5","2730-5953","",,,,,0,0.00,0,2,1,"Abstract: Considering the overall shortage of therapists to meet the psychological needs of vulnerable populations, AI-based technologies are often seen as a possible remedy. Particularly smartphone apps or chatbots are increasingly used to offer mental health support, mostly through cognitive behavioral therapy. The assumption underlying the deployment of these systems is their ability to make mental health support accessible to generally underserved populations. Hence, this seems to be aligned with the fundamental biomedical principle of justice understood in its","https://link.springer.com/content/pdf/10.1007/s43681-024-00523-5.pdf",""
0,"Ahmed Banafa","Ethics in AI",2024,"Introduction to Artificial Intelligence (AI)","River Publishers","https://doi.org/10.1201/9781003499527-11","",374,"2025-02-04 16:55:17","book-chapter","10.1201/9781003499527-11","","",,,61,64,0,0.00,0,1,1,"","",""
0,"Florian Richter","From human-system interaction to human-system co-action and back: ethical assessment of generative AI and mutual theory of mind",2024,"AI and Ethics","Springer Science and Business Media LLC","https://doi.org/10.1007/s43681-024-00626-z","",375,"2025-02-04 16:55:17","journal-article","10.1007/s43681-024-00626-z","2730-5953","",,,,,0,0.00,0,1,1,"Abstract: Human-machine ethics has emerged as a rapidly growing research field in recent years. However, it seems that Generative Artificial Intelligence (AI) leads to a paradigm shift from human-machine interaction to co-action. The ethical assessment of such relationships is still in the making and needs further scrutiny. First, studies about the influence of technology in human-system interactions and manipulation are reviewed. Second, the “mutual theory of mind” approach is critically examined to identify its shortcomings. Third, creating user models is reconstruced to demonstrate the strategies of systems. Finally, use cases are discussed and assessed to outline ethical implications.","https://link.springer.com/content/pdf/10.1007/s43681-024-00626-z.pdf",""
0,"Frederic Gilbert, Ingrid Russo","Mind-reading in AI and neurotechnology: evaluating claims, hype, and ethical implications for neurorights",2024,"AI and Ethics","Springer Science and Business Media LLC","https://doi.org/10.1007/s43681-024-00514-6","",376,"2025-02-04 16:55:17","journal-article","10.1007/s43681-024-00514-6","2730-5953","",4,3,855,872,0,0.00,0,2,1,"Abstract: This paper examines claims that the convergence of AI and neurotechnology applications, known as brain-reading, enables the reading of human minds. The purpose of this examination is to investigate whether the use of the terms “brain-reading” and “mind-reading” to convey current neurotechnological findings carries evidence of hype. We conducted an interpretive content analysis of 1017 academic articles to gain insights into the current state of the art and examine assertions made by academics. Our analysis revealed that up to 91% of the examined articles suggest the possibility of mind-reading through brain-reading. Ethical issues discussed frequently include mental privacy, mental freedom, and personhood. Our study highlights the imprecise and inconsistent usage of the term mind-reading in scientific discourse, which leads to exaggerated claims about AI and BCIs having already achieved capacities beyond their current capabilities—or even reaching capacities that may never be feasible. While our study provides evidence of AI and BCI hype concerning alleged mind-reading capabilities, it also uncovers a hype in AI ethics, specifically pertaining to neurorights. This involves hypothetical scenarios where the fictional prospect of AI-enabled mind-reading calls for the establishment of new protective human rights.","https://link.springer.com/content/pdf/10.1007/s43681-024-00514-6.pdf",""
0,"Hyoung-bin Park","AMA Challenges in AI Ethics and Neuroscience - Considerations for Implementing Moral Judgment Algorithm -",2022,"Journal of Ethics Education Studies","The Korean Ethics Education Association","https://doi.org/10.18850/jees.2022.64.04","",379,"2025-02-04 16:55:17","journal-article","10.18850/jees.2022.64.04","1738-0545","",64,,91,114,0,0.00,0,1,3,"","",""
0,"Sophina Luitel, Yang Liu, Mohd Anwar","Investigating fairness in machine learning-based audio sentiment analysis",2024,"AI and Ethics","Springer Science and Business Media LLC","https://doi.org/10.1007/s43681-024-00453-2","",382,"2025-02-04 16:55:17","journal-article","10.1007/s43681-024-00453-2","2730-5953","",,,,,0,0.00,0,3,1,"Abstract: Audio sentiment analysis is a growing area of research, however little attention has been paid to the fairness of machine learning models in this field. Whilst the current literature covers research on machine learning models’ reliability and fairness in various demographic groups, fairness in audio sentiment analysis with respect to gender is still an uninvestigated field. To fill this knowledge gap, we conducted experiments aimed at assessing the fairness of machine learning algorithms concerning gender within the context of audio sentiment analysis. In this research, we used 442 audio files of happiness and sadness—representing equal samples of male and female subjects—and generated spectrograms for each file. Then we performed feature extraction using bag-of-visual-words method followed by building classifiers using Random Forest, Support Vector Machines, and K-nearest Neighbors algorithms. We investigated whether the machine learning models for audio sentiment analysis are fair across female and male genders. We found the need for gender-specific models for audio sentiment analysis instead of a gender-agnostic-model. Our results provided three pieces of evidence to back up our claim that gender-specific models demonstrate bias in terms of overall accuracy equality when tested using audio samples representing the other gender, as well as combination of both genders. Furthermore, gender-agnostic-model performs poorly in comparison to gender-specific models in classifying sentiments of both male and female audio samples. These findings emphasize the importance of employing an appropriate gender-specific model for an audio sentiment analysis task to ensure fairness and accuracy. The best performance is achieved when using a female-model (78% accuracy) and a male-model (74% accuracy), significantly outperforming the 66% accuracy of the gender-agnostic model.","https://link.springer.com/content/pdf/10.1007/s43681-024-00453-2.pdf",""
0,"Shmona Simpson, Jonathan Nukpezah, Kie Brooks, Raaghav Pandya","Parity benchmark for measuring bias in LLMs",2024,"AI and Ethics","Springer Science and Business Media LLC","https://doi.org/10.1007/s43681-024-00613-4","",383,"2025-02-04 16:55:17","journal-article","10.1007/s43681-024-00613-4","2730-5953","",,,,,0,0.00,0,4,1,"","https://link.springer.com/content/pdf/10.1007/s43681-024-00613-4.pdf",""
0,"Dileesh Chandra Bikkasani","Navigating artificial general intelligence (AGI): societal implications, ethical considerations, and governance strategies",2024,"AI and Ethics","Springer Science and Business Media LLC","https://doi.org/10.1007/s43681-024-00642-z","",385,"2025-02-04 16:55:17","journal-article","10.1007/s43681-024-00642-z","2730-5953","",,,,,0,0.00,0,1,1,"","https://link.springer.com/content/pdf/10.1007/s43681-024-00642-z.pdf",""
0,"Peter Smith, Laura Smith","Editorial piece: Technology built on sand?",2022,"AI and Ethics","Springer Science and Business Media LLC","https://doi.org/10.1007/s43681-022-00247-4","",390,"2025-02-04 16:55:17","journal-article","10.1007/s43681-022-00247-4","2730-5953","",3,3,661,662,0,0.00,0,2,3,"","https://link.springer.com/content/pdf/10.1007/s43681-022-00247-4.pdf",""
0,"Dorsaf Sallami, Esma Aïmeur","Fairframe: a fairness framework for bias detection and mitigation in news",2024,"AI and Ethics","Springer Science and Business Media LLC","https://doi.org/10.1007/s43681-024-00568-6","",394,"2025-02-04 16:55:17","journal-article","10.1007/s43681-024-00568-6","2730-5953","",,,,,0,0.00,0,2,1,"","https://link.springer.com/content/pdf/10.1007/s43681-024-00568-6.pdf",""
0,"John Bartucz","The process is the product: a review of Co-Intelligence by Ethan Mollick",2024,"AI and Ethics","Springer Science and Business Media LLC","https://doi.org/10.1007/s43681-024-00633-0","",395,"2025-02-04 16:55:17","journal-article","10.1007/s43681-024-00633-0","2730-5953","",,,,,0,0.00,0,1,1,"","https://link.springer.com/content/pdf/10.1007/s43681-024-00633-0.pdf",""
0,"Dennis Schuessler","The probability problems of the Moral Machine Experiment",2023,"AI and Ethics","Springer Science and Business Media LLC","https://doi.org/10.1007/s43681-023-00287-4","",397,"2025-02-04 16:55:17","journal-article","10.1007/s43681-023-00287-4","2730-5953","",4,2,501,510,0,0.00,0,1,2,"","https://link.springer.com/content/pdf/10.1007/s43681-023-00287-4.pdf",""
0,"Prokopis A. Christou","A critical inquiry into the personal and societal perils of Artificial Intelligence",2024,"AI and Ethics","Springer Science and Business Media LLC","https://doi.org/10.1007/s43681-024-00556-w","",398,"2025-02-04 16:55:17","journal-article","10.1007/s43681-024-00556-w","2730-5953","",,,,,0,0.00,0,1,1,"","https://link.springer.com/content/pdf/10.1007/s43681-024-00556-w.pdf",""
0,"Verus Cronery Rwetembula","Legal and Practical Challenges for the Admissibility of Artificial Intelligence (AI) Evidence in Criminal Proceedings in Mainland Tanzania",2024,"East African Journal of Law and Ethics","East African Nature and Science Organization","https://doi.org/10.37284/eajle.7.1.2431","",400,"2025-02-04 16:55:17","journal-article","10.37284/eajle.7.1.2431","2707-5338","",7,1,136,148,0,0.00,0,1,1,"This article investigates the admissibility of artificial intelligence (AI) evidence in criminal proceedings within Mainland Tanzania. As AI technologies increasingly generate data that could be used in legal contexts, questions arise regarding the reliability, transparency, and potential biases inherent in AI-based evidence. The Tanzanian legal framework, including the Evidence Act and the Electronic Transactions Act, lacks explicit provisions for AI-generated evidence, which creates challenges for its integration into criminal cases. This paper explores current admissibility standards in Tanzania, analyzing how AI evidence could be evaluated for relevance and probative value under existing laws. By examining principles such as legal positivism and reliability theory, and drawing on international insights, the article proposes interpretative approaches to assess AI evidence’s validity and reliability in Tanzanian courts. Ultimately, this study seeks to provide insights and recommendations for Tanzanian legal professionals and policymakers, aiming to support the development of clear guidelines for the use of AI in the criminal justice system and ensure that technological advancements uphold procedural fairness and justice","https://journals.eanso.org/index.php/eajle/article/download/2431/3098",""
0,"Siraj Kariyilaparambu Kunjumuhammed, Hisham Madi, Mahmoud Abouraia","Risks and Challenges of AI-Driven Finance",2024,"Advances in Finance, Accounting, and Economics","IGI Global","https://doi.org/10.4018/979-8-3693-2185-0","",401,"2025-02-04 16:55:17","edited-book","10.4018/979-8-3693-2185-0","2327-5677","",,,,,0,0.00,0,3,1,"","",""
0,"Marc Jungtäubl, Christopher Zirnig, Caroline Ruiner","HCI driving alienation: autonomy and involvement as blind spots in digital ethics",2023,"AI and Ethics","Springer Science and Business Media LLC","https://doi.org/10.1007/s43681-023-00298-1","",402,"2025-02-04 16:55:17","journal-article","10.1007/s43681-023-00298-1","2730-5953","",4,2,617,634,0,0.00,0,3,2,"Abstract: The ongoing development and adoption of digital technologies such as AI in business brings ethical concerns and challenges. Main topics are the design of digital technologies, their tasks, and competencies in organizational practice, and their collaboration with humans. Previous guidelines on digital ethics mainly consider technological aspects such as the nondiscriminatory design of AI, its transparency, and technically constrained (distributed) agency as priorities in AI systems, leaving the consideration of the human factor and the implementation of ethical guidelines in organizational practice unclear. We analyze the relationship between human–computer interaction (HCI), autonomy, and worker involvement with its impact on the experience of alienation at work for workers. We argue that the consideration of autonomy and worker involvement is crucial for HCI. Based on a quantitative empirical study of 1989 workers in Germany, the analysis shows that when worker involvement is high, the effect of HCI use on alienation decreases. The study results contribute to the understanding of the use of digital technologies with regard to worker involvement, reveal a blind spot in widespread ethical debates about AI, and have practical implications with regard to digital ethics in organizational practice.","https://link.springer.com/content/pdf/10.1007/s43681-023-00298-1.pdf",""
0,"David Hartmann, José Renato Laranjeira de Pereira, Chiara Streitbörger, Bettina Berendt","Addressing the regulatory gap: moving towards an EU AI audit ecosystem beyond the AI Act by including civil society",2024,"AI and Ethics","Springer Science and Business Media LLC","https://doi.org/10.1007/s43681-024-00595-3","",403,"2025-02-04 16:55:17","journal-article","10.1007/s43681-024-00595-3","2730-5953","",,,,,0,0.00,0,4,1,"Abstract: The European legislature has proposed the Digital Services Act (DSA) and Artificial Intelligence Act (AIA) to regulate platforms and Artificial Intelligence (AI) products. We review to what extent third-party audits are part of both laws and how is access to information on models and the data provided. By considering the value of third-party audits and third-party data access in an audit ecosystem, we identify a regulatory gap in that the AIA does not provide access to data for researchers and civil society. Our contributions to the literature include: (1) Defining an AI audit ecosystem incorporating compliance and oversight. (2) Highlighting a regulatory gap within the DSA and AIA regulatory framework, preventing the establishment of an AI audit ecosystem that has effective oversight by civil society and academia. (3) Emphasizing that third-party audits by research and civil society must be part of that ecosystem, we call for AIA amendments and delegated acts to include data and model access for certain AI products. Furthermore, we call for the DSA to provide NGOs and investigative journalists with data access to platforms by delegated acts and for adaptions and amendments of the AIA to provide third-party audits and data and model access, at least for high-risk systems. Regulations modeled after EU AI regulations should enable data access and third-party audits, fostering an AI audit ecosystem that promotes compliance and oversight mechanisms.","https://link.springer.com/content/pdf/10.1007/s43681-024-00595-3.pdf",""
0,"Alesia Zhuk","Correction: Navigating the legal landscape of AI copyright: a comparative analysis of EU, US, and Chinese approaches",2023,"AI and Ethics","Springer Science and Business Media LLC","https://doi.org/10.1007/s43681-023-00365-7","",404,"2025-02-04 16:55:17","journal-article","10.1007/s43681-023-00365-7","2730-5953","",4,4,1307,1307,0,0.00,0,1,2,"","https://link.springer.com/content/pdf/10.1007/s43681-023-00365-7.pdf",""
0,"Laura Y. Cabrera, Jennifer Wagner, Sara Gerke, Daniel Susser","Tempered enthusiasm by interviewed experts for synthetic data and ELSI checklists for AI in medicine",2025,"AI and Ethics","Springer Science and Business Media LLC","https://doi.org/10.1007/s43681-024-00652-x","",406,"2025-02-04 16:55:17","journal-article","10.1007/s43681-024-00652-x","2730-5953","",,,,,0,0.00,0,4,1,"","https://link.springer.com/content/pdf/10.1007/s43681-024-00652-x.pdf",""
0,"Emily Hadley, Alan Blatecky, Megan Comfort","Investigating algorithm review boards for organizational responsible artificial intelligence governance",2024,"AI and Ethics","Springer Science and Business Media LLC","https://doi.org/10.1007/s43681-024-00574-8","",411,"2025-02-04 16:55:17","journal-article","10.1007/s43681-024-00574-8","2730-5953","",,,,,0,0.00,0,3,1,"","https://link.springer.com/content/pdf/10.1007/s43681-024-00574-8.pdf",""
0,"Corinne Jorgenson, Jurgen Willems, Ali I. Ozkes, Dieter Vanderelst","Humans and robots are nearly ethically equivalent",2024,"AI and Ethics","Springer Science and Business Media LLC","https://doi.org/10.1007/s43681-024-00603-6","",412,"2025-02-04 16:55:17","journal-article","10.1007/s43681-024-00603-6","2730-5953","",,,,,0,0.00,0,4,1,"","https://link.springer.com/content/pdf/10.1007/s43681-024-00603-6.pdf",""
0,"Alayt Abraham Issak","AI Ethics for Creativity",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society","Association for the Advancement of Artificial Intelligence (AAAI)","https://doi.org/10.1609/aies.v7i2.31897","",413,"2025-02-04 16:55:17","journal-article","10.1609/aies.v7i2.31897","3065-8365","",7,2,18,20,0,0.00,0,1,1,"AI Ethics for Creativity is a study of lived experience under the overarching theme of creative expression through new technologies--the new technology being AI. In this context, I reference the past, situate the present, and speculate on the future. The nature of the dissertation is to ask ``humanities'' questions from the lens of Human-Computer Interaction, i.e. what is creativity, interaction, art, aesthetics, embodiment, and expression... with AI in the creative endeavor.","https://ojs.aaai.org/index.php/AIES/article/download/31897/34064",""
0,"Sietze Kai Kuilman, Luciano Cavalcante Siebert, Stefan Buijsman, Catholijn M. Jonker","How to gain control and influence algorithms: contesting AI to find relevant reasons",2024,"AI and Ethics","Springer Science and Business Media LLC","https://doi.org/10.1007/s43681-024-00500-y","",414,"2025-02-04 16:55:17","journal-article","10.1007/s43681-024-00500-y","2730-5953","",,,,,0,0.00,0,4,1,"Abstract: Relevancy is a prevalent term in value alignment. We either need to keep track of the relevant moral reasons, we need to embed the relevant values, or we need to learn from the relevant behaviour. What relevancy entails in particular cases, however, is often ill-defined. The reasons for this are obvious, it is hard to define relevancy in a way that is both general and concrete enough to give direction towards a specific implementation. In this paper, we describe the inherent difficulty that comes along with defining what is relevant to a particular situation. Simply due to design and the way an AI system functions, we need to state or learn particular goals and circumstances under which that goal is completed. However, because of both the changing nature of the world and the varied wielders and users of such implements, misalignment occurs, especially after a longer amount of time. We propose a way to counteract this by putting contestability front and centre throughout the lifecycle of an AI system, as it can provide insight into what is actually relevant at a particular instance. This allows designers to update the applications in such a manner that they can account for oversight during design.","https://link.springer.com/content/pdf/10.1007/s43681-024-00500-y.pdf",""
0,"William J. W. Choi","Is ChatGPT a good moral interlocutor for teaching bioethics? A case analysis",2024,"AI and Ethics","Springer Science and Business Media LLC","https://doi.org/10.1007/s43681-024-00593-5","",416,"2025-02-04 16:55:17","journal-article","10.1007/s43681-024-00593-5","2730-5953","",,,,,0,0.00,0,1,1,"","https://link.springer.com/content/pdf/10.1007/s43681-024-00593-5.pdf",""
0,"Tita Alissa Bach, Magnhild Kaarstad, Elizabeth Solberg, Aleksandar Babic","Insights into suggested Responsible AI (RAI) practices in real-world settings: a systematic literature review",2025,"AI and Ethics","Springer Science and Business Media LLC","https://doi.org/10.1007/s43681-024-00648-7","",418,"2025-02-04 16:55:17","journal-article","10.1007/s43681-024-00648-7","2730-5953","",,,,,0,0.00,0,4,1,"","https://link.springer.com/content/pdf/10.1007/s43681-024-00648-7.pdf",""
0,"Branka Panic, Paige Arthur","AI, Peace, and Ethics",2024,"AI for Peace","CRC Press","https://doi.org/10.1201/9781003359982-6","",419,"2025-02-04 16:55:17","book-chapter","10.1201/9781003359982-6","","",,,79,98,0,0.00,0,2,1,"","",""
0,"John Zerilli","Is AI Ethics All Fluff?",2024,"AI Morality","Oxford University PressOxford","https://doi.org/10.1093/oso/9780198876434.003.0019","",422,"2025-02-04 16:55:17","book-chapter","10.1093/oso/9780198876434.003.0019","","",,,195,207,0,0.00,0,1,1,"Abstract: The AI revolution provides a neat illustration of C.P. Snow’s point about the “two cultures” and a timely opportunity to reflect on why a cultural gap between the sciences and humanities persists. This chapter takes aim at an attitude prevailing among some computer scientists that ethics and AI ethics, as branches of the humanities, are unserious disciplines because they do not yield verifiable and quantifiable answers to the problems they address.","https://academic.oup.com/book/chapter-pdf/58409231/oso-9780198876434-chapter-19.pdf",""
0,"Zacharus Gudmunsen","The moral decision machine: a challenge for artificial moral agency based on moral deference",2024,"AI and Ethics","Springer Science and Business Media LLC","https://doi.org/10.1007/s43681-024-00444-3","",423,"2025-02-04 16:55:17","journal-article","10.1007/s43681-024-00444-3","2730-5953","",,,,,0,0.00,0,1,1,"Abstract: Humans are responsible moral agents in part because they can competently respond to moral reasons. Several philosophers have argued that artificial agents cannot do this and therefore cannot be responsible moral agents. I present a counterexample to these arguments: the ‘Moral Decision Machine’. I argue that the ‘Moral Decision Machine’ responds to moral reasons just as competently as humans do. However, I suggest that, while a hopeful development, this does not warrant strong optimism about ‘artificial moral agency’. The ‘Moral Decision Machine’ (and similar agents) can only respond to moral reasons by deferring to others, and there are good reasons to think this is incompatible with responsible moral agency. While the challenge to artificial moral agency based on moral reasons-responsiveness can be satisfactorily addressed; the challenge based on moral deference remains an open question. The right way to understand the challenge, I argue, is as a route to the claim that artificial agents are unlikely to be responsible moral agents because they cannot be authentic.","https://link.springer.com/content/pdf/10.1007/s43681-024-00444-3.pdf",""
0,"Christophe Gouguenheim, Ahmad Berjaoui","Neighborhood sampling confidence metric for object detection",2023,"AI and Ethics","Springer Science and Business Media LLC","https://doi.org/10.1007/s43681-023-00395-1","",424,"2025-02-04 16:55:17","journal-article","10.1007/s43681-023-00395-1","2730-5953","",4,1,57,64,0,0.00,0,2,2,"","https://link.springer.com/content/pdf/10.1007/s43681-023-00395-1.pdf",""
0,"June Jeon, Lanu Kim, Jaehyuk Park","The Ethics of Generative Ai in Social Science Research: A Qualitative Approach for Community-Based Ai Research Ethics",2024,"","Elsevier BV","https://doi.org/10.2139/ssrn.4784555","",425,"2025-02-04 16:55:17","posted-content","10.2139/ssrn.4784555","","",,,,,0,0.00,0,3,1,"","",""
0,"Louise McCormack, Malika Bendechache","A comprehensive survey and classification of evaluation criteria for trustworthy artificial intelligence",2024,"AI and Ethics","Springer Science and Business Media LLC","https://doi.org/10.1007/s43681-024-00590-8","",426,"2025-02-04 16:55:17","journal-article","10.1007/s43681-024-00590-8","2730-5953","",,,,,0,0.00,0,2,1,"","https://link.springer.com/content/pdf/10.1007/s43681-024-00590-8.pdf",""
0,"Masoud Toossi Saeidi","Emotionalized AI and the meaningfulness gap: an AI ethics perspective",2025,"AI &amp; SOCIETY","Springer Science and Business Media LLC","https://doi.org/10.1007/s00146-025-02179-z","",427,"2025-02-04 16:55:17","journal-article","10.1007/s00146-025-02179-z","0951-5666","",,,,,0,0.00,0,1,1,"","https://link.springer.com/content/pdf/10.1007/s00146-025-02179-z.pdf",""
0,"Wan Rosalili Wan Rosli","Waging warfare against states: the deployment of artificial intelligence in cyber espionage",2025,"AI and Ethics","Springer Science and Business Media LLC","https://doi.org/10.1007/s43681-024-00628-x","",428,"2025-02-04 16:55:17","journal-article","10.1007/s43681-024-00628-x","2730-5953","",,,,,0,0.00,0,1,1,"Abstract: Cyber espionage has significantly been viewed as a risk towards nation-states, especially in the area of security and protection of Critical National Infrastructures. The race against digitisation has also raised concerns about how emerging technologies are defining how cyber activities are linked to waging warfare between States. Real-world crimes have since found a place in cyberspace, and with high connectivity, has exposed various actors to various risks and vulnerabilities, including cyber espionage. Cyber espionage has always been a national security issue as it does not only target States but also affects public–private networks, corporations and individuals. The challenge of crimes committed within the cyber realm is how the nature of cybercrimes distorts the dichotomy of state responsibility in responding to cyber threats and vulnerabilities. Furthermore, the veil of anonymity and emerging technologies such as artificial intelligence have further provided opportunities for a larger scale impact on the state for such crime. The imminent threat of cyber espionage is impacting the economic and political interactions between nation-states and changing the nature of modern conflict. Due to these implications, this paper will discuss the current legal landscape governing cyber espionage and the impact of the use of artificial intelligence in the commission of such crimes.","https://link.springer.com/content/pdf/10.1007/s43681-024-00628-x.pdf",""
0,"Yi Zeng, Enmeng Lu, Kang Sun","Principles on symbiosis for natural life and living artificial intelligence",2023,"AI and Ethics","Springer Science and Business Media LLC","https://doi.org/10.1007/s43681-023-00364-8","",429,"2025-02-04 16:55:17","journal-article","10.1007/s43681-023-00364-8","2730-5953","",,,,,0,0.00,0,3,2,"","https://link.springer.com/content/pdf/10.1007/s43681-023-00364-8.pdf",""
0,"Riya Widayanti, Tatik Mariyanti","AI Dialog: Utilization, Challenges, and Ethics in the Age of Artificial Intelligence",2023,"International Transactions on Artificial Intelligence (ITALIC)","Pandawan Sejahtera Indonesia","https://doi.org/10.33050/italic.v2i1.401","",432,"2025-02-04 16:55:17","journal-article","10.33050/italic.v2i1.401","2963-1939","",2,1,40,48,0,0.00,0,2,2,"In this writing, we will delve into every aspect of the utilization, challenges, as well as ethical considerations in harnessing Artificial Intelligence (AI) Technology, with a focus on ChatGPT, an exceptional language model. AI technology has become an inseparable element in modern life, manifesting across various sectors such as business, healthcare, governance, and several others. The capabilities of AI are capable of driving data-driven decision-making, reducing the potential for human errors, and enhancing process efficiency. However, its impact is also not devoid of potential risks, including data security and the replacement of human roles. To ensure intelligent AI usage, it is imperative to uphold AI ethics, protect user information and privacy, strive to prevent discriminatory practices, and ensure system safety stability. The questions raised in this study revolve around the benefits and challenges of implementing ChatGPT, optimizing its use, and its role in the realm of education. The mission of this study is to unravel the benefits, challenges, as well as ethical considerations in the utilization of ChatGPT in the AI era, while ensuring responsible steps in its application.","https://journal.pandawan.id/italic/article/download/401/385",""
0,"Patrick E. McSharry","Promoting AI Ethics Through Awareness and Case Studies",2023,"SpringerBriefs in Ethics","Springer International Publishing","https://doi.org/10.1007/978-3-031-23035-6_6","",433,"2025-02-04 16:55:17","book-chapter","10.1007/978-3-031-23035-6_6","2211-8101","",,,67,84,0,0.00,0,1,2,"Abstract: Artificial intelligence (AI) is enabling organizations to address a range of real-world challenges in areas as diverse as global health, education and poverty alleviation.","https://link.springer.com/content/pdf/10.1007/978-3-031-23035-6_6",""
0,"Madeline G. Reinecke, Andreas Kappes, Sebastian Porsdam Mann, Julian Savulescu, Brian D. Earp","The need for an empirical research program regarding human–AI relational norms",2025,"AI and Ethics","Springer Science and Business Media LLC","https://doi.org/10.1007/s43681-024-00631-2","",434,"2025-02-04 16:55:17","journal-article","10.1007/s43681-024-00631-2","2730-5953","",,,,,0,0.00,0,5,1,"Abstract: As artificial intelligence (AI) systems begin to take on social roles traditionally filled by humans, it will be crucial to understand how this affects people’s cooperative expectations. In the case of human–human dyads, different relationships are governed by different norms: For example, how two strangers—versus two friends or colleagues—should interact when faced with a similar coordination problem often differs. How will the rise of ‘social’ artificial intelligence (and ultimately, superintelligent AI) complicate people’s expectations about the cooperative norms that should govern different types of relationships, whether human–human or human–AI? Do people expect AI to adhere to the same cooperative dynamics as humans when in a given social role? Conversely, will they begin to expect humans in certain types of relationships to act more like AI? Here, we consider how people’s cooperative expectations may pull apart between human–human and human–AI relationships, detailing an empirical proposal for mapping these distinctions across relationship types. We see the data resulting from our proposal as relevant for understanding people’s relationship–specific cooperative expectations in an age of social AI, which may also forecast potential resistance towards AI systems occupying certain social roles. Finally, these data can form the basis for ethical evaluations: What relationship–specific cooperative norms we should adopt for human–AI interactions, or reinforce through responsible AI design, depends partly on empirical facts about what norms people find intuitive for such interactions (along with the costs and benefits of maintaining these). Toward the end of the paper, we discuss how these relational norms may change over time and consider the implications of this for the proposed research program.","https://link.springer.com/content/pdf/10.1007/s43681-024-00631-2.pdf",""
